source_repo	source_path	artifact_type	publication_classification	current_url	current_nav_location	content_type	primary_audience	secondary_audiences	product_area	owner	last_meaningful_review	generated	public_today	duplicate_group	known_accuracy_risk	known_usability_risk	build_dependencies	links_in	links_out	notes
full-chaos/dev-health-ops	docs/use/code-and-relationships/work-graph.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/code-and-relationships/work-graph/	Use Dev Health | Code and relationships | Work Graph	workflow-guide			use	product-analytics		False	True					use/code-and-relationships/code-hotspots.md | use/code-and-relationships/index.md | use/delivery-flow/pr-flow.md | use/investment/investigate-effort.md	reference/data-models/work-graph.md | use/code-and-relationships/code-hotspots.md | use/investment/follow-evidence.md | use/troubleshooting/no-or-incomplete-data.md	
full-chaos/dev-health-ops	docs/use/delivery-flow/index.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/delivery-flow/	Use Dev Health | Delivery flow	landing			use	product-analytics		False	True					use/index.md | use/investment/index.md | use/investment/investment-mix.md	use/code-and-relationships/index.md | use/delivery-flow/pr-flow.md | use/delivery-flow/quadrants.md | use/delivery-flow/review-pressure.md | use/investment/index.md	
full-chaos/dev-health-ops	docs/use/delivery-flow/pr-flow.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/delivery-flow/pr-flow/	Use Dev Health | Delivery flow | PR Flow	workflow-guide			use	product-analytics		False	True					use/delivery-flow/index.md | use/delivery-flow/quadrants.md | use/plan-and-improve/capacity-planning.md	use/code-and-relationships/work-graph.md | use/delivery-flow/quadrants.md | use/delivery-flow/review-pressure.md | use/troubleshooting/no-or-incomplete-data.md	
full-chaos/dev-health-ops	docs/use/delivery-flow/quadrants.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/delivery-flow/quadrants/	Use Dev Health | Delivery flow | Quadrants	workflow-guide			use	product-analytics		False	True					use/code-and-relationships/code-hotspots.md | use/delivery-flow/index.md | use/delivery-flow/pr-flow.md	use/code-and-relationships/code-hotspots.md | use/delivery-flow/pr-flow.md | use/delivery-flow/review-pressure.md | use/troubleshooting/no-or-incomplete-data.md	
full-chaos/dev-health-ops	docs/use/delivery-flow/review-pressure.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/delivery-flow/review-pressure/	Use Dev Health | Delivery flow | Review pressure	task-guide			use	product-analytics		False	True					use/delivery-flow/index.md | use/delivery-flow/pr-flow.md | use/delivery-flow/quadrants.md		
full-chaos/dev-health-ops	docs/use/index.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/	Use Dev Health	landing			use	documentation		False	True					get-started/choose-a-task.md | index.md	admin/index.md | operate/index.md | use/ai-workflows/index.md | use/code-and-relationships/index.md | use/delivery-flow/index.md | use/investment/index.md | use/navigate/data-states.md | use/navigate/filters-and-comparisons.md | use/navigate/scope-and-time.md | use/plan-and-improve/index.md | use/reports/index.md | use/troubleshooting/index.md	
full-chaos/dev-health-ops	docs/use/investment/follow-evidence.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/investment/follow-evidence/	Use Dev Health | Investment | Evidence	task-guide			use	product-analytics		False	True					index.md | use/code-and-relationships/work-graph.md | use/investment/index.md | use/investment/investigate-effort.md | use/investment/investment-mix.md	use/troubleshooting/no-or-incomplete-data.md	
full-chaos/dev-health-ops	docs/use/investment/index.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/investment/	Use Dev Health | Investment	landing			use	product-analytics		False	True					use/delivery-flow/index.md | use/index.md	reference/metrics/weighting-and-aggregation.md | reference/taxonomies/investment.md | use/code-and-relationships/index.md | use/delivery-flow/index.md | use/investment/follow-evidence.md | use/investment/investigate-effort.md | use/investment/investment-expense.md | use/investment/investment-flows.md | use/investment/investment-mix.md	
full-chaos/dev-health-ops	docs/use/investment/investigate-effort.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/investment/investigate-effort/	Use Dev Health | Investment | Investigate effort	task-guide			use	product-analytics		False	True					get-started/choose-a-task.md | get-started/index.md | index.md | use/investment/index.md | use/investment/investment-mix.md	reference/metrics/weighting-and-aggregation.md | reference/taxonomies/investment.md | use/code-and-relationships/work-graph.md | use/investment/follow-evidence.md | use/investment/investment-mix.md | use/plan-and-improve/compare-trends.md | use/troubleshooting/no-or-incomplete-data.md	
full-chaos/dev-health-ops	docs/use/investment/investment-expense.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/investment/investment-expense/	Use Dev Health | Investment | Investment Expense	workflow-guide			use	product-analytics		False	True					use/investment/index.md | use/investment/investment-mix.md	reference/metrics/weighting-and-aggregation.md | use/troubleshooting/stale-or-delayed-results.md	
full-chaos/dev-health-ops	docs/use/investment/investment-flows.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/investment/investment-flows/	Use Dev Health | Investment | Investment Flows	workflow-guide			use	product-analytics		False	True					use/investment/index.md | use/investment/investment-mix.md		
full-chaos/dev-health-ops	docs/use/investment/investment-mix.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/investment/investment-mix/	Use Dev Health | Investment | Investment Mix	workflow-guide			use	product-analytics		False	True					use/investment/index.md | use/investment/investigate-effort.md	reference/metrics/weighting-and-aggregation.md | reference/taxonomies/investment.md | use/delivery-flow/index.md | use/investment/follow-evidence.md | use/investment/investigate-effort.md | use/investment/investment-expense.md | use/investment/investment-flows.md | use/troubleshooting/no-or-incomplete-data.md	
full-chaos/dev-health-ops	docs/use/navigate/data-states.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/navigate/data-states/	Use Dev Health | Context and filters | Data states	concept			use	product-analytics		False	True					index.md | use/index.md | use/navigate/index.md	use/troubleshooting/no-or-incomplete-data.md	
full-chaos/dev-health-ops	docs/use/navigate/filters-and-comparisons.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/navigate/filters-and-comparisons/	Use Dev Health | Context and filters | Filters and comparisons	task-guide			use	product-analytics		False	True					index.md | use/index.md | use/navigate/index.md		
full-chaos/dev-health-ops	docs/use/navigate/index.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/navigate/	Use Dev Health | Context and filters	landing			use	product-analytics		False	True						use/navigate/data-states.md | use/navigate/filters-and-comparisons.md | use/navigate/scope-and-time.md	
full-chaos/dev-health-ops	docs/use/navigate/scope-and-time.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/navigate/scope-and-time/	Use Dev Health | Context and filters | Scope and time	task-guide			use	product-analytics		False	True					index.md | use/index.md | use/navigate/index.md	use/troubleshooting/scope-and-filters.md	
full-chaos/dev-health-ops	docs/use/plan-and-improve/capacity-planning.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/plan-and-improve/capacity-planning/	Use Dev Health | Planning | Completion Forecast	workflow-guide			use	product-analytics		False	True					use/plan-and-improve/index.md	use/delivery-flow/pr-flow.md | use/plan-and-improve/compare-trends.md | use/plan-and-improve/team-conversations.md | use/troubleshooting/no-or-incomplete-data.md	
full-chaos/dev-health-ops	docs/use/plan-and-improve/compare-trends.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/plan-and-improve/compare-trends/	Use Dev Health | Planning | Compare trends	task-guide			use	product-analytics		False	True					use/code-and-relationships/code-hotspots.md | use/investment/investigate-effort.md | use/plan-and-improve/capacity-planning.md | use/plan-and-improve/index.md		
full-chaos/dev-health-ops	docs/use/plan-and-improve/index.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/plan-and-improve/	Use Dev Health | Planning	landing			use	product-analytics		False	True					use/index.md	use/plan-and-improve/capacity-planning.md | use/plan-and-improve/compare-trends.md | use/plan-and-improve/team-conversations.md	
full-chaos/dev-health-ops	docs/use/plan-and-improve/team-conversations.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/plan-and-improve/team-conversations/	Use Dev Health | Planning | Team conversations	task-guide			use	product-analytics		False	True					use/plan-and-improve/capacity-planning.md | use/plan-and-improve/index.md		
full-chaos/dev-health-ops	docs/use/reports/create-or-clone.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/reports/create-or-clone/	Use Dev Health | Reports | Create or clone	task-guide			use	product-analytics		False	True					use/reports/index.md	use/reports/read-output-and-provenance.md | use/reports/run-and-schedule.md	
full-chaos/dev-health-ops	docs/use/reports/index.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/reports/	Use Dev Health | Reports	landing			use	product-analytics		False	True					reference/cli/index.md | use/index.md	use/reports/create-or-clone.md | use/reports/read-output-and-provenance.md | use/reports/run-and-schedule.md	
full-chaos/dev-health-ops	docs/use/reports/read-output-and-provenance.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/reports/read-output-and-provenance/	Use Dev Health | Reports | Output and provenance	task-guide			use	product-analytics		False	True					use/reports/create-or-clone.md | use/reports/index.md | use/reports/run-and-schedule.md	use/troubleshooting/reports.md	
full-chaos/dev-health-ops	docs/use/reports/run-and-schedule.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/reports/run-and-schedule/	Use Dev Health | Reports | Run and schedule	task-guide			use	product-analytics		False	True					use/reports/create-or-clone.md | use/reports/index.md	use/reports/read-output-and-provenance.md | use/troubleshooting/reports.md	
full-chaos/dev-health-ops	docs/use/troubleshooting/index.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/troubleshooting/	Use Dev Health | Troubleshooting	troubleshooting-index			use	documentation		False	True					index.md | use/index.md	admin/troubleshooting/index.md | operate/runbooks/index.md | use/troubleshooting/no-or-incomplete-data.md | use/troubleshooting/permissions-and-availability.md | use/troubleshooting/reports.md | use/troubleshooting/scope-and-filters.md | use/troubleshooting/stale-or-delayed-results.md	
full-chaos/dev-health-ops	docs/use/troubleshooting/no-or-incomplete-data.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/troubleshooting/no-or-incomplete-data/	Use Dev Health | Troubleshooting | No or incomplete data	troubleshooting			use	product-analytics		False	True					get-started/prerequisites.md | index.md | use/code-and-relationships/code-hotspots.md | use/code-and-relationships/work-graph.md | use/delivery-flow/pr-flow.md | use/delivery-flow/quadrants.md | use/investment/follow-evidence.md | use/investment/investigate-effort.md | use/investment/investment-mix.md | use/navigate/data-states.md | use/plan-and-improve/capacity-planning.md | use/troubleshooting/index.md	admin/sync-and-coverage/status-and-freshness.md | operate/runbooks/ingestion-failure.md | operate/runbooks/provider-authentication-failure.md | operate/runbooks/worker-or-queue-failure.md	
full-chaos/dev-health-ops	docs/use/troubleshooting/permissions-and-availability.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/troubleshooting/permissions-and-availability/	Use Dev Health | Troubleshooting | Permissions and availability	troubleshooting			use	documentation		False	True					use/troubleshooting/index.md		
full-chaos/dev-health-ops	docs/use/troubleshooting/reports.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/troubleshooting/reports/	Use Dev Health | Troubleshooting | Report problems	troubleshooting			use	product-analytics		False	True					use/reports/read-output-and-provenance.md | use/reports/run-and-schedule.md | use/troubleshooting/index.md		
full-chaos/dev-health-ops	docs/use/troubleshooting/scope-and-filters.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/troubleshooting/scope-and-filters/	Use Dev Health | Troubleshooting | Scope and filters	troubleshooting			use	product-analytics		False	True					use/navigate/scope-and-time.md | use/troubleshooting/index.md		
full-chaos/dev-health-ops	docs/use/troubleshooting/stale-or-delayed-results.md	markdown-page	public-nav	https://docs.fullchaos.dev/use/troubleshooting/stale-or-delayed-results/	Use Dev Health | Troubleshooting | Stale or delayed results	troubleshooting			use	product-analytics		False	True					use/investment/investment-expense.md | use/troubleshooting/index.md	admin/sync-and-coverage/status-and-freshness.md	
full-chaos/dev-health-ops	external://dev-health-docs.fullchaos.workers.dev	external-gap	gap-unverified						cross-repository-or-runtime			False	False							The live Workers preview requires a URL, header, redirect, search, and publication-state crawl outside the repository inventory.
full-chaos/dev-health-ops	mkdocs.yml	configuration	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	requirements-docs.txt	configuration	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/build_docs_cloudflare.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/check_built_site_links.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/check_docs_candidate_accessibility.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/check_docs_candidate_facts.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/check_docs_candidate_search.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/check_docs_cloudflare_host.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/check_docs_links.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/check_external_links.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/check_freshness_inventory.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/check_investment_docs_drift.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/docs_inventory_review.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/docs_inventory_v2.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/gen_taxonomy_docs.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/prepare_docs_cloudflare.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/user_guide_evidence_contract.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/user_guide_evidence_validation.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/validate_docs_ia_v2.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/validate_docs_inventory_review.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/validate_docs_v2_publication.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	scripts/validate_user_guide_evidence.py	tooling	supporting-artifact						documentation-system			False	False							
full-chaos/dev-health-ops	wrangler.jsonc	publication-configuration	supporting-artifact						documentation-publication			False	False							Cloudflare/publication configuration requiring an explicit delivery disposition.
